"","movietitle","moviedate","moviereviewer","movierate","moviereviewtitle","moviereview"
"2789","alladin","2002-10-05","theman3051",1," hop on a carpet and fly to another","GREAT MOVIEThis movie is AWESOME Its in my list as one of the Top 20 greatest motion pictures of alltimeOh I come from a land from a faraway place Where the the caravan camels roam Where they cut off your ear If they dont like your face Its barbaric but hey its homeWhen the winds from the east And the suns from the west And the sand in the glass is right Come on down Stop on by Hop a carpet and fly To another Arabian nightArabian nights Like Arabian days More often that not Are hotter than hot In a lot of good waysArabian nights Neath Arabian moons A fool off his guard Could fall and fall hard Out there on the dunesThe film stars a street rat named Aladdin who befriends a Genie from the magic lamp which he found and kept while on a mission for the evil Jafar Aladdins first wish is to become a prince so he can marry the princess with whom he had fallen in love withMake way for Prince Ali Say hey Its Prince AliHey Clear the way in the old Bazaar Hey you Let us through its a bright new star Oh come Be the first on your block to meet his eyeMake way Here he comes Ring bells Bang the drums Are you gonna love this guyPrince Ali fabulous he Ali Ababwa Genuflect show some respect Down on one knee Now try your best to stay calm Brush up your Sunday salaam Then come and meet his spectacular coteriePrince Ali Mighty is he Ali Ababwa Strong as ten regular men definitely He faced the galloping hordes A hundred bad guys with swords Who sent those goons to their lords Why Prince AliHes got seventyfive golden camels Purple peacocks Hes got fiftythree When it comes to exotic type mammals Has he got a zoo Im telling you its a world class menageriePrince Ali Handsome is he Ali Ababwa That physique How can I speak Weak at the knee Well get on out to that square Adjust your veil and prepare To gawk and grovel at Prince Alisung in counterpoint Theres no question this Alis alluring Never ordinary never boring Everything about the man plain impresses Hes a winner hes a whiz a wonder Hes ab"
"2790","alladin","2018-10-11","cricketbat",0.8," fun story with entertaining characters and an incredible soundtrack","Aladdin is a fantastic film Sure some of the jokes are dated now some of them were dated back then but over 20 years later this movie still holds up quite well Its a fun story with entertaining characters and an incredible soundtrack This easily makes the top ten list of my favorite Disney movies of all time"
"2791","alladin","2021-03-09","southdavid",1," i love lamp","My alphabetical trawl though Disney plus finally lands me on a piece of gold admittedly previously seen and often enjoyed gold but gold nonetheless Aladdin is one of the classic hits from that early 90s golden period that Disney enjoyed and it really deserves the praise it receivedWhilst hustling and stealing on the streets of Agrabah Aladdin Scott Weinger meets Princess Jasmine Linda Larkin who is touring the city incognito and falls in love with her Jafar Johnathan Freeman discovers that Aladdins pure heart makes him the only person who can enter the cave of wonders and retrieve a lamp that he needs for his evil plans But with the lamp and more specifically the genie Robin Williams inside Aladdin can also make his dreams for the future come trueI mean its a classic in the truest sense of the word The Animation coming at the cross over between hand drawn cel animation and CGI work is really great The songs might be the best collection that any one Disney film has and then theres that performance from Robin Williams and the Genie A whirling dervish of spontaneous energy catchphrases and imitations that I dont think anybody else in the history of Hollywood would have the ability to provide Evidenced by the ever talented Dan Castellanetas impression in the sequel Its a good story too with a moral centre about eventually learning being true to yourself in light of whatever obstacles are put in your wayNot sure what more can be said its fantastic"
"2792","alladin","2006-09-28","ar-thur",1," disneys second best","This one is another example of the Disney guys ability of traducing even the darkest stories to the screen Aladdin is originally one of those dark stories with complicated language and plot but directors Clements and Musker look beyond the obstacle and once again produce a great animated movie for children and adults This film is wonderful From the beginning when a mysterious merchant sings one of the greatest onde upon a time songs ever passing from the romantic moment you are so fascinated with colors camera movements and great voices you cant take you eyes off of the screen Incredible characters a strong villain good songs and breathtaking soundtrack and scenes it has everything a Disney classic needs to be great And this great would not be so great if Robin Williams wasnt the genie What a talented guy Jonathan Freeman as Jafar is not far behind he helps the making of the best Disney villain The characters animation is soft and beautiful uninterested the way the directors like No matter the climax concludes with a kind of inexpressive phrase its only a minimum detail and minimum details is for Kirk Wise and Gary Trousdale Beauty and the Beast who seem to only care about that Clements and Musker are a lot of steps ahead because they are the ones who inherited Walt Disneys magic Lets hope they stay active for a good time"
"2793","alladin","2000-08-24","sngbrd39",0.8," disney finds its trendiness","Dont get me wrong trendiness and pop culture humor do not a good movie make In Aladdin though it just worked Robin Williams pulled it off really well I love the movie through and through but Ill say that he was the best part about it even though it did take me a while to realize who all the people he was impersonating were It wasnt only Robin Williams though so dont think thats what Im saying The music was also really good I tried to learn all the songs from the soundtrack but I never quite got them all I just love the movie as a whole My fondest memory of it is when two of my friends and I tried once to act the whole movie out but we never got past the scene where Aladdin sings One Jump Ahead I was the shortest so I always played Iago and Abu Not even Beauty and the Beast my favorite Disney movie has such nostalgic value to me Its only too bad that neither of the sequels was worthy to carry the Aladdin name"
"2794","alladin","2005-11-25","catherine_grace_zeh",1," pure disney classic","ALADDIN in my opinion is a pure Disney classic If you ask me Jafar voice of Jonathan Freeman was truly diabolical On the other hand Aladdin voice of Scott Weinger and Princess Jasmine voice of Linda Larkin were truly meant to be together However if you ask me the Genie voice of Reobin Williams gave the funniest performance of everyone who acted in the film I really enjoyed the music especially A Whole New World by Peabo Bryson and Regina Belle Before I wrap this up Id like to say everyone involved in this film did very well Now in conclusion I highly recommend this film thats pure Disney magic to all of you who havent seen it Youre in for a good time so go to the video store rent it or buy it kick back with a friend and watch it"
"2795","alladin","2002-09-10","thousandisland",0.8," good work though it is starting to look dated","I hadnt seen this one in some 4 or 5 years and decided to revisit it Unfortunately it doesnt hold up well over time as a lot of the pop culture references are already outdated  Remember when Arsenio had his own show Remember when Jack Nicholson was thin A lot of Genies impressions of Golden Age actors and TV stars and even the more recent ones are showing their age and will probably be wholly obsolete within another 10 or 15 years  As I watched this movie again I found that the funniest moments were those that didnt exploit the present day to get their point across   Iago saying NOT Ugh  Does that smack of the early 90s or what   Very unpleasantly reminiscent of Little Johns Thats a Gas in Robin Hood This will not be one of those timeless movies your grandkids will like 30 years from now and thats a shame because they could have made it funny without branding it with 1992   Still its enjoyable for a romp nowadays especially among young adults who actually remember when Not was the height of fashion And by the way it wouldnt surprise me a bit if the Disney suits decided to just edit that out in future releases of this film Its a very colorful movie too action packed and almost neonbright with CGI thats obvious and glaring and even more fun for the people old enough to remember when CGI first came on the scene in animated films And later when everybody was so excited about the Ballroom Scene in Beauty and the Beast  And then everybody started using CGI everywhere and they didnt even bother to blend it in with the rest of the movie because people were so excited about it that they didnt care that it looked obvious  Remember that   Yeah it was right around 1992 wasnt itThe animation in Aladdin is nice but its another one of those examples of how much LESS energy is put into Disneys yearly releases as compared to earlier films like Cinderella Sleeping Beauty etc Even in The Jungle Book and 101 Dalmatians both of which are handpainted and sketchylooking you can see the di"
"2796","alladin","2019-10-27","851222",0.9," good animated movie","Greetings from LithuaniaAladdin 1992 is a pure Disney classic It has great pacing superbly cute music and heroes to root for Its extremely well animated and voice acting was excellentOverall because many of people have probably saw this classic already  if you havent yet do yourself a favor and watch it its really good"
"2797","alladin","2016-08-03","filipemanuelneto",0.8," one of the best disney movies","This film tells the story of Aladdin a vagabond who will use the Genie powers to win the heart of Jasmine the daughter of the Sultan Directed by Ron Clements and John Musker who also ensure the script it has voice actors as Scott Weinger Robin Williams and Linda Larkin With a soundtrack written by Alan Menken it won two Oscars for Best Original Song and Best Original ScoreThis film visibly inspired by Arabian Nights and the Islamic ambiance is one of the best Disney movies before they started opting for computerization The script is excellent and is based on the classic impossible love of rich girl with the poor guy Romantic and original this film was for many children the first contact with a love story It conveys an important moral maxim love can overcome all barriers and bring people togetherThe characters are deeply interesting Aladdin is the typical vagabond of humble origin who knows survive on the streets but has a good heart Jasmine is a stubborn princess full of personality Jafar the villain is the Sultans minister and only thinks of taking power by the easiest possible way Genie the genie of the lamp is a magical character who can do almost anything Destined to spend eternity serving those who find him only grants three wishes and is the largest comic element of the filmThe work of designers is excellent at the level of the best that Disney has ever done Colorful with soft but realistic lines its visually appealing and pleasant The voice actors did a great job but Robin Williams who voiced the Genie deserves a special positive highlight The soundtrack fulfills her role with great brilliance and stands out over almost the entire film with musical moments of great quality One perhaps the most famous is Arabian Nights which comes early in the film But the most acclaimed by the critic is the song A Whole New World sung by Aladdin and Jasmine hoping to discover together the world around them"
"2798","alladin","2021-01-29","ebm123",1," the best of disney","This cartoon made my childhood so happy I was watching it countless times since I was 10Usually I say that Disney and Hollywood spoil books but this one is based on Arabic story and was changed tremendously  and to the bestThis cartoon is great  its so bright coloured and shining It has magic love adventure friendship betrayal bravery funny jokes twists of the plot disappointment and hope ie that every kid and adult likes and needsThe music is just alltime classics"
"2799","alladin","2016-01-30","irishchatter",1," a wonderful movie 24 years later","I really couldnt understand why I never seen this movie properly before until tonight I mean I honestly did grew up with the other wellknown Disney ones like Cinderalla The Little Mermaid Mulan Sleeping Beauty Pochantas etc but never Aladdin I just didnt get around it at the timeAh manits so depressing to think Robin Williams is not here with us now it really made me sad by hearing his voice as the Genie I loved how he impersonates celebrities including Jack Nicholson Rodney Dangerfield Carol Channing and among the rest He was such a brilliant actor and always be hailed as one of my childhood heroes out thereThe artwork is beautiful especially seeing the Castle at night it looks so realistic I loved Jasmine and Aladdins relationship they totally deserved each other right from the star They are such an adorable couple like any other Disney couple out there in the world of Disney The way they cuddled together and when they finally kissed it made your heart pumping like mad Wouldnt that be lovely if we all got that chance with love Why on earth did they give this sequels It wouldve been great if they left this alone God Hollywood is pure daft in ruining originals Like all films Im sticking to this one fair in square Anyways I cant wait to show this to my kids if I have any in the future They would be totally happy to have seen this its enjoyable and magnificent"
"2800","alladin","2013-10-13","raulfaust",0.4," magic and love","More than ten years without watching this movie made me feel like I have never seen it at all Im just out of words to express how impressed I am with such great material The nineties were surely an amazing decade for Disney Aladdin is the typical poorbutgood guy that falls in love with the classic rich girl Romeo and Juliet main issue happening again which is an inevitable clich Every scene is filled with magic beauty and nice songs to entertain the spectator no matter ones age everyone in this world is capable of enjoying the reasonable and naive plot this film has Aladdin is indicated for fathers mothers children and the whole family"
"2801","alladin","2022-11-11","elicopperman",0.7," the diamond in the rough","In 1992 Disney released their 31st animated feature Aladdin Based on a concept from the late Howard Ashman and its directors Ron Clements and John Musker coming off the success of The Little Mermaid the film was a humongous success on its original release and has since spawned countless merchandise sequels and even a liveaction remake in 2019 Known for its innovative usage of pop culture spewing humor that would soon become a staple in the mainstream animation industry the film itself is both a hysterical comical roller coaster and a surprisingly heartwarming story on being honest about yourselfSet in the fictional Arabian village of Agrabah the film follows street urchin Aladdin who discovers a magic lamp containing a genie With the genies help Aladdin dons a wealthy prince facade to impress the Sultans freespirited daughter Princess Jasmine while the Sultans vizier Jafar has other plans in mind for the lamp At its heart Aladdin is a tale of overcoming royal law to be true to yourself proving how love and honesty triumph over greed and vanity However while Aladdins arc as a kindhearted thief plays a big role in the feature its the Genie himself who steals the show with Robin Williams carrying not only the humor but also the tone itself While the stakes can get really intense once Jafar comes into the scene the genies improvisational bantering and pop culture lampoons are what keep the feature well balanced in what could have easily been a case of tonal whiplash Its no wonder this film is often regarded as one of Williams most highly known works because even in spite of what he went through during the making of the feature his comical genius stood on topOutside of the comical areas the building romance between Aladdin and Princess Jasmine is quite sweet and down to earth Although neither of them come from the same economical background their love of the open world is what makes them work so well together helped much by Scott Weinger and Linda Larkins believable chem"
"2802","alladin","2009-08-16","pumpkin_man",0.8," another childhood favorite","Ive loved this ever since I was a kid I love the plot and the direction Its a classic Aladdin is a poor kid who lives in the streets of Agrabah who has to steal to eat His friend is a monkey named Abu Princess Jasmine is being forced to marry so she runs away She meets Aladdin and they begin to fall in love Jafar needs Aladdin to go to the Cave of Wonders to retrieve a lamp When Aladdin becomes stuck in the cave he meets the hilarious Genie that dwells within the lamp Aladdin gets three wishes When he goes back to Agrabah everyone thinks hes a prince with the help of Genie Jafar gets the lamp and brings destruction to Agrabah Aladdin must stop him before its too late I highly recommend ALADDIN"
"2803","alladin","2005-10-26","emasterslake",0.5," my all time favorite disney movie","This has been my personal favorite of the Disney works for many yearsI was only a little kid when it first came out back in 1992The one thing great about this Disney movie is it has just about everything great animation story action comedy musical and romance all into oneIts all taken place in a Abrian Nights land Where it focuses on a young lad named Aladin and his monkey Abu who spent their lives in the streets of the market place Having to steal food to prevent themselves from getting hungry Aladin wishes he didnt had to live in the poor life And hopes for one day to be somewhere more luxury likeThat might all come true once he enters the cave of wonders where he will find this lamp of a powerful Genie who can grant him the wishes Aladdin hasThis is a great Disney movie Those who like Disney films will like this one a lot Its something worth seeing again and againMy Rate 810"
"2804","alladin","2020-04-18","kalkenobi83",1," a great meaningful retelling of ali baba","Watched Aladdin amazing voice Performances from Scott WeignerPolice Academy 5 as Aladdin Robin WilliamsJumanji as Genie also starring Linda LarkinZapped Again as Jasmine Gilbert GottfriedBeverly Hills Cop 2 as Iago Frank WelkerTransformers The Movie as Abu Jim CummingsCastle In The Sky as Razoul and Jonathan FreemenHomeboy as JafarThe film is great about a humble thief who steals what he can and for others also his desire it not riches but a woman which is great also I loved Aladdin and Jafar use Genie for Opposite Means Aladdin just wants woo Jasmine and Jafar is in for the power and proves to be his downfall a theme i dug also Jafar is one more entertaining villains of the renaissance along with Ursula Scar and Hades A Great Meaningful Retelling of Ali BabaAmazing score Alan MenkenBeauty And The Beast Directing By Ron ClementsThe Great Mouse Detective  John MuskerThe Little Mermaid A Great Meaningful Retelling of Ali Baba 1010"
"2805","alladin","2014-08-21","thedudeabides-2",1," one of disneys best and williams is outstanding","There was a period during the early 90s where it appeared that Disney could do no wrong Many of Disneys modern classics such as The Lion King and Beauty And The Beast were released during this period and Aladdin can stand proudly alongside those two masterpieces The main reason for this is Robin Williams outstanding turn as the genie which must surely rank as one of the best voiceover performances ever Williams genie steals every single scene he is in thanks to the boundless energy and enthusiasm he brings and he is big reason why adults will enjoy the movie just as much as their children Apparently Williams improvised a huge amount of the material and it is obvious from the moment Aladdin meets the big blue guy that we are in for something special The nature of the character allows Williams to play around with impersonations voices and in one or two scenes some real emotional depth as well He is undoubtedly the star of the show but thats not to say that the genie is the only good thing about Aladdin the animation is fantastic with one scene in which Aladdin must escape from a crumbling cave on his magic carpet being a particular highlight We also have in Jafar one of Disneys most despicable and diabolical villains and many of the songs will have you tapping your feet and humming along Like most of Disneys animated fare the story is pretty straightforward and involves Aladdin trying to rescue his beloved Princess Jasmine from the evil clutches of Jafar with the genie being his ace in the hole It serves its purpose and manages to throw a few surprises in along the way but the main attraction here is the genie and he does not disappointOne of Disneys and Williams finest hours Aladdin is a masterpiece of animation that you will enjoy again and again"
"2806","alladin","2014-07-12","misssimonetta",0.7," a great comedy","Aladdin 1992 is one of the finest Hollywood comedies of the 1990s Not only is it brightly colored wellanimated eye candy but its a fun ride a comic interlude of sorts inbetween the grand romance that was Beauty and the Beast 1991 and the epic The Lion King 1994Some of the pop culturebased gags have dated but luckily this classification of joke does not dominate the film The humor is wellpaced and timed and no matter how many times you see this film they never grow stale The voiceacting is top notch and the songs are all memorable magnificent and at times touchingAfter The Emperors New Groove 2000 I would say this is the funniest Disney film of them all certainly among the best of the Disney Renaissance of 19891999"
"2807","alladin","2008-06-20","vip_ebriega",0.7," wish granted","My Take The sort of cinematic magic Disney has come to offer After spawning success with their LITTLE MERMAID the studios latest work in many years Disney proceeded with ALADDIN which comprises another witty and enjoyable charm drawn from colorful animation enjoyable characters swift bits of action and solid bits of comedy Some of the humor falls flat lets face it when the humor doesnt come from Robin Williams Genie or Gilbert Gottfried as the noisy wisecracking parrot the humor falls a little flat but everything else fits so perfectly and it all clearly shows what kind of success Disney spawnsThe first half where Aladdin voiced by Scoot Weinger and his life as a worthless streetrat falters a bit at times but it practically catches up in the second half mostly from the introduction of Williams manic Genie who not only fits Williams but also fits his personalities and manic humor mostly including nods to Williams comic impersonations of stars from Robert DeNiro to Jack Nicholson If just for Williams ALADDIN is a true delight for the adult audience But Williams isnt just the only delight in ALADDIN Characters of various colors and musical numbers of sheer delight all come together to create a true family movie delightDirectors John Musker and Ron Clements the magicians behind MERMAID has brought together this enjoyable affair complete with appealing characters that would act as a trademark for future Disney enterprises From a straightforward lead of Aladdin and Princess Jasmine voiced by Linda Larkin to the nifty effective villainy of Jaffar voiced superbly by Jonathan Freeman and his meddling parrot companion voiced by Gilbert Gottfried the film gives us characters we can root for and characters to be delighted from good or bad guy The animation is a true delight ranging from an active foreground to an elaborate background ALADDIN delights with sheer colorful brilliance This is Disney at top form and what instant classics are made of Sit back and enjoy this magic car"
"2808","alladin","2018-10-29","mihaisorintoma",0.7," the genie by robin williams","Aladdin a small thief from Agrabah happens to stumble upon a charming young woman in the marketplace with whom he seems to fall deeply in love Fooled by an old man Aladdin gets his hands on a magical lamp which contains a magical genie who can grant any three wishes to his master Thus he will have to use all the help he can get to win his beloveds heart especially from his new blue friendThis classic Disney movie presents the life of a young man who struggles with poverty but is determined to do whatever it takes to improve his situation and ultimately be with the one he loves although she seems out of his league Its a magical story which presents the main protagonists struggle his way of making hard decisions and his fight with a new enemy gained along the way Its ok for the most part but unfortunately it isnt spectacular either It is rather predictable and although it has one or two twists up its sleeve it isnt able to maintain a high standard throughout It even tends to be superficial in some aspects especially regarding solving the main problems but as it is targeted towards kids I guess its ok as it isIts characters are quite stereotypical the good guy the evil one the princess and so on but manage to provide a good time especially through the genie which as far as Im concerned represents the core of the movie Hes the one which brings colour into the picture who makes you laugh out loud many times and puts a smile on your face with every apparition Robin Williams has done a truly impressive job voice acting this character making it one of a kind I should also mention Abu Aladdins trusty monkey which is always there when he needs assistance Its also very charismatic and even cute sending plenty of emotion towards the viewerIn terms of entertainment the movie has plenty to offer You get many action sequences in which Aladdin proves his abilities you get a lot of musical moments which are always welcome and you even get plenty of jokes especially with the genie ar"
"2809","alladin","2012-01-28","sikes23",1," thoughts on this movie","Just watched this recently on the newandimproved DVD which features a restored print and it looks spectacular The story is slightly shallower than the best of Disneys films but this is balanced by the sheer lunacy of Robin Williams bad blue Genie Whoever first thought of putting Robin Williams in a Disney flick should get a Pulitzer or a Nobel or something The comic timing of his riffs combined with the comic timing of the animators transform the Genie from a Deus Ex Machina into the soul of Aladdin I have a tiny issue with the fact that the most recent VHS and DVD prints of the movie have bowed to pressure from activist groups and altered a line in the opening song The original line was where they cut if your ear if they dont like your faceIts barbaric but hey its home The revised line reads where the land is immense and the heat is intenseIts barbaric but hey its home Protesters claimed the original line perpetuated a negative stereotype of Arab countries and peoples Butbutbut marketplaces and cities in Arabian countries still cut the hands off convicted thieves And theres even a scene in the film which threatens to relieve the princess of an appendage Theyre not being negative theyre being accurate And oh yeah ITS A CARTOON But thats just my opinion"
"2810","alladin","2005-12-04","russem31",0.9," hilarious","Although not as good as its animated predecessor Beauty and the Beast this is a really well done and extremely funny film It follows the story of Aladdin a street urchin who finds the Genie in the Bottle who grants him three wishes which has to do with meeting the Royal Princess Jasmine What really makes it great is the laughout funny performance of Robin Williams as the Genie He continually pulls all the punches and makes the strong script and dialogue even more so funny On top of that there are the great songs and score by Alan Menken who also did the wonderful score and songs for Beauty and the Beast and topnotch animation that makes this Disney outing worthwhile to watch on any day of the week A strong 8 out of 10"
"2811","alladin","2006-11-25","bmbdsm",0.9," true disney masterpiece","In a far off city called Agrabah there lives a young thief named Aladdin who wants people to respect him for who he is But when he meets the princess Jasmine his life is turned upside down Jasmine is tired of people telling her how to live her life and her father the Sultan wants her to choose a bride by her birthday which only gives her 3 more days Jafar the Royal Vizer to the Sultan wants to overthrow the Sultan and rule over Agrabah himself So disguised as a beggar he asks Aladdin to go into the Cave of Wonders and retrieve a magic lamp Aladdin winds up with the lamp instead and unleashes a magic Genie who grants him 3 wishes This gives Aladdin the chance to win Jasmines heart Jafar is angered and tries to stop Aladdin But Aladdin wins and marries JasmineWhen Disney struck gold with their excellent BEAUTY AND THE BEAST they tackled the classic Arabian Nights story and wound up with another winner which was a box office hit and 2 Academy Awards Best Score and Best Song for A Whole New World The voices are excellent with Scott Weinger TVs Full House as Aladdin Robin Williams as the hilarious Genie and Gilbert Gottfried as Iago Jafars pet parrot also hilarious The backgrounds are wellrendered and the songs by Howard Ashman Alan Menken and Tim Rice are some of the best songs in a Disney film ever Followed by two directtovideo sequels and a TV series Recommended 1010"
"2812","alladin","2009-02-23","long-ford",0.9," inspired robin williams in disney classic","Disneys Aladdin is a charming animated classic with an inspired manic performance by Robin Williams This is probably Williamss best voicework after Good Morning Vietnam Here he is matched by the remarkably fluid animation The film is compact and there are no dull segments though Scott Weinger and Linda Larkin are a bit bland as Aladdin and Jasmine Jonathan Freeman is suitably menacing as the scheming Jafar while Gilbert Gottfried makes a memorable sidekick There are two great musical numbers Friend Like Me and Prince Ali both with some dizzying animation Worth watchingOverall 810"
"2813","alladin","2014-08-25","geeky randy",0.8," geeky randys summary","Extraordinary Disney retelling of THE ARABIAN NIGHTS tale about an impoverished young neerdowell who is recruited and then doublecrossed by a sorcerer only to find himself in possession of a wonderful oil lamp that houses a genie who will grant him three wishes The addition of extra characters and razzledazzle make the journey even more worthwhile adding a charm to this old story without diluting what made it a classic in the first place Much excitement despite being lighthearted The voice actors fit their animated characters perfectly with Robin Williams easily stealing the show with his grand performance as the Genie Composer Alan Menken and songwriters Howard Ashman and Tim Rice created one of films greatest soundtracks Exceptional animation as well out of four"
"2814","alladin","2020-11-14","kdosda_hegen",0.8," simple animated movie","I do not see this as anything special Its full of songs its short and most of the story is filled with songs The storyline is simple and goes as predicted It was kind of fun to watch but I wouldnt watch it again"
"2815","alladin","2022-05-30","thespeos",0.8," fun disney film that leans hyper as many do","For kids this can be lots of fun For an adult its all about Robin Williams anticsHeres my breakdownSTORYThis is a sweet and quite adventurous story though its a bit hyper even for childrenThe only reason I enjoyed most of it was for Williams humor  one of a kindACTINGHow do I judge cartoon characters By their voices Hmm ENTERTAINMENTValue is moderate to high for kids but somewhat low for adultsAs an adult I still love classic films like Pinocchio 1940TEMPOHyperCINEMATOGRAPHYThe renderings are excellent though a bit overwhelming at timesDIRECTING  WRITINGDirector Its Disney so theres a competent team at work hereWriters See above directing commentIs it a good film YesShould you watch this once Yes but youre encouraged to watch with childrenRating 75"
"2816","alladin","2008-08-07","mightyzebra",0.8," a very fun film better for older people","I do not want to insult anybody or let anybody take this statement in the wrong light but I think this film is a great deal better for people aged 12 and over Why Because I think that there is so much adult humour to be enjoyed in this film that little children do not need to watch it But I am not saying they should not Little children will like the characters the adventures and the songs which is perfectly hunky dory but they will miss the humour which is perhaps the best part of this film The humour is provided mainly by Robin Williams who voices the genie and Gilbert Gottfried who voices Iago the parrot In this very good animated Disney film we meet Jafar the Sultans evil adviser who is trying to find a magic lamp with a genie which will make him Sultan We also meet Aladdin a street rat with no money and stealing everything he needs We meet Jasmine princess Jasmine who does not want to marry any of the suitors her father the Sultan is offering her to marry Soon enough an adventure will begin between these characters  and moreI recommend this to anyone who has a sense of humour and to anyone who likes Disney films I will say this Anyone of any age can watch this film but people who understand more grownup humour will enjoy this more Enjoy Aladdin "
"2817","alladin","2001-03-25","dwpollar",1," disneys followup to beauty and the beast doesnt have the depth in its story to capture our interest","1st watched 7152000  5 out of 10DirJohn Musker  Ron Clements Disneys followup to Beauty and the Beast doesnt have the depth in its story to capture our interest despite an excellent beginning and a wild performance from Robin Williams as the Genie Princess Jasmines hand in marriage becomes the major importance of what goes onSorry not enough"
"2818","alladin","2006-08-29","sethn172",1," lets make some magic","BTW if you want to read my review for Beauty and the Beast look way way back into my reviews Thank youNow Aladdin is the 1992 animated flick from Walt Disney that is based on an old tale about well Aladdin Here Aladdin is confronted in the windy desert by a giant tigers head He and Abu could enter the Cave of Wonders just to get the lamp but nothing else As Aladdin picks up the lamp suddenlyAbu picked up the ruby Now the cave turned into a volcanolike place and they were trapped Suddenly they discover a genie and all is good from then onI wont tell anymore but I suggest that you watch Aladdin Its good Disney fun10 stars"
"2819","alladin","2008-02-20","moviesleuth2",1," timeless","Its been nearly fifteen years since the theatrical release of Aladdin and every time I watch it I am transported back in time to when I first saw it in theaters as a childAladdin is a magical film wondrous exhilarating and beautiful While it may not be the BEST Disney film that goes to its predecessor Beauty and the Beast its the most funThe story is loosely based on the Aladdin and the King of Thieves tale or so Im told Im not that familiar with the source material but the movie begins with Aladdin a street beggar who finds a magic lamp and becomes a prince Complications ensue when the sultans adviser Jafar tries to get it too and Aladdin has to deal with mounting pressure and guilt from the fact that his princehood isnt real which is a problem since the princess can only marry a princeAnyone who talks about this film is bound to bring up Robin Williams sooner or later and rightly so Williams dominates this movie and it shows The genie is the most entertaining character to watch as its paired with Williams boundless energy and nonstop imitations that change in a flash Williams elevates Aladdin from great to absolutely brilliant and nonstop entertainingFortunately the rest of the movie matches up to Williams performance just about evenly The rest of the voiceovers are great Scott Weinger is perfect as Aladdin making it easy to sympathize with Aladdin Brad Kanes singing voice is almost indistinguishable from Weingers which is in and of itself impressive Linda LarkinLea Salonga are great as Jasmine as is the rest of the cast which includes Gilbert Gottfried as the sarcastic wisecracking parrot Iago who interestingly enough is elevated to more than just the villains sidekickWhile Im on the subject of the voices I have to bring to light another member of the voice cast That is Jonathan Freeman He is tremendously talented and creates the most vile villain ever to grace a Disney film so much so that the likes of Ursula Gaston Hades and ugh Radcliffe all pale to the likes "
"2820","alladin","2016-12-30","grantss",0.9," entertaining","Aladdin is a poor yet carefree street urchin in an Arabian city One day he meets Princess Jasmine the daughter of the Sultan of the land and falls madly in love However the evil Jafar the Sultans sorcerer imprisons Aladdin and manipulates him into working for him Unknown to Aladdin he is the only one who can enter and unlock the treasures of a secret cave including a magical lamp Aladdin finds the lamp and releases the genie trapped within The genie offers to grant him three wishes Meanwhile Jafar wants the lamp and the Princess has to be married within three days Many adventures followReasonably entertaining Mostly for kids  the plot is pretty linear fairy tale stuff and the adventures are often quite juvenile  but it is never boring Quite funny at times and has enough substance to keep adults interested tooSome catchy songs too just to make it memorableRobin Williams steals the show as voice of the genie The role are dialogue are perfect for him so much so that I suspect he wrote or even adlibbed some of the funnier lines Not a classic but worth watching nevertheless"
"2821","alladin","2022-02-12","kebarberyl",0.8," well done just look past some shortcomings","Just saw for the first time Quite impressed w this picture especially the first half songs are solid witty dialogue great pace to the story The genie tends to overwhelm in the 2nd half of the movie and the ugly character flaws continual lying of the protagonist not telling the princess who he really is  which also shows he cant read people bc clearly she likes the street urchin are bared for the audience to see in the 2nd half of the movie which is why I am not rating this an 8 or 9"
"2822","alladin","2011-10-12","neil-476",0.9," magic  literally  but","The third out of the box in Disneys animated Renaissance after a Mermaid and a Beauty was AladdinThis is a terrific adaptation full of excitement and magic and colour and movement and characterisation and music and story all the stuff that Disney at its best is so good atAnd thenIm going to throw bricks at two of the things which everyone praisesTim Rice took over as lyricist following Howard Ashmans tragically early death and the film is the poorer for it Rice is not half the lyricist Ashman was and I suspect that he doesnt bring nearly as much to the table in terms of theatricality either Rices lyrics are functional and workmanlike  they do not have the panache and zing which Ashman brought to themRobin Williams I love Robin Williams in straight roles in comedic roles doing stand up as a raconteur but oh how I wish he had not been cast as the genie It is when the genie arrives on the scene that this film stops being Aladdin and starts being the Robin Williams show He simply overpowers it It is a tour de force certainly but it is out of place in an ensemble piece where the characters should be stronger than the individuals voicing themFor all of that this is still a pretty good film"
"2823","alladin","2023-01-07","cinemaserf",0.9," aladdin","Certainly one of the better animations from the reinvigorated 1990s Disney Studio It still has the schmaltzy over sentimental treatment that seems to torment me every time I watch a Disney film but the characterisations of the Genie Robin Williams and the evil Jafar Jonathan Freeman are great as are the rest of the vocal acting talent rather than using established stars The script is punchy well written and has plenty for folks of all ages to engage with The songs are well paced and amusing and nowhere near as shouty as we have become used to in later animations All in all this sits well as en enjoyable take on an an enjoyable Arabian Nights style story"
