"","title","author","subject","abstract","meta"
"121","Challenges in data-based geospatial modeling for environmental research and practice","Diana Koldasbayeva, Polina Tregubova, Mikhail Gasanov, Alexey Zaytsev, Anna Petrovskaia, Evgeny Burnaev","Machine Learning ","With the rise of electronic data particularly Earth observation data databased geospatial modelling using machine learning (ML) has gained popularity in environmental research. Accurate geospatial predictions are vital for domain research based on ecosystem monitoring and quality assessment and for policymaking and action planning considering effective management of natural resources. The accuracy and computation speed of ML has generally proved efficient. However many questions have yet to be addressed to obtain precise and reproducible results suitable for further use in both research and practice. A better understanding of the ML concepts applicable to geospatial problems enhances the development of data science tools providing transparent information crucial for making decisions on global challenges such as biosphere degradation and climate change. This survey reviews common nuances in geospatial modelling such as imbalanced data spatial autocorrelation prediction errors model generalisation domain specificity and uncertainty estimation. We provide an overview of techniques and popular programming tools to overcome or account for the challenges. We also discuss prospects for geospatial Artificial Intelligence in environmental applications.","Sat, 18 Nov 2023 12:30:49 UTC (22,317 KB)"
"122","Multi-delay arterial spin-labeled perfusion estimation with biophysics simulation and deep learning","Renjiu Hu, Qihao Zhang, Pascal Spincemaille, Thanh D. Nguyen, Yi Wang","Quantitative Methods ","Purpose To develop biophysicsbased method for estimating perfusion Q from arterial spin labeling (ASL) images using deep learning. Methods A 3D UNet (QTMnet) was trained to estimate perfusion from 4D tracer propagation images. The network was trained and tested on simulated 4D tracer concentration data based on artificial vasculature structure generated by constrained constructive optimization (CCO) method. The trained network was further tested in a synthetic brain ASL image based on vasculature network extracted from magnetic resonance (MR) angiography. The estimations from both trained network and a conventional kinetic model were compared in ASL images acquired from eight healthy volunteers. Results QTMnet accurately reconstructed perfusion Q from concentration data. Relative error of the synthetic brain ASL image was 7.04% for perfusion Q lower than the error using singledelay ASL model 25.15% for Q and multidelay ASL model 12.62% for perfusion Q. Conclusion QTMnet provides accurate estimation on perfusion parameters and is a promising approach as a clinical ASL MRI image processing pipeline.","Fri, 17 Nov 2023 16:55:14 UTC (1,316 KB)"
"123","Concept-free Causal Disentanglement with Variational Graph Auto-Encoder","Jingyun Feng, Lin Zhang, Lili Yang","Machine Learning ","In disentangled representation learning the goal is to achieve a compact representation that consists of all interpretable generative factors in the observational data. Learning disentangled representations for graphs becomes increasingly important as graph data rapidly grows. Existing approaches often rely on Variational AutoEncoder (VAE) or its causal structure learningbased refinement which suffer from suboptimality in VAEs due to the independence factor assumption and unavailability of concept labels respectively. In this paper we propose an unsupervised solution dubbed conceptfree causal disentanglement built on a theoretically provable tight upper bound approximating the optimal factor. This results in an SCMlike causal structure modeling that directly learns concept structures from data. Based on this idea we propose Conceptfree Causal VGAE (CCVGAE) by incorporating a novel causal disentanglement layer into Variational Graph AutoEncoder. Furthermore we prove concept consistency under our conceptfree causal disentanglement framework hence employing it to enhance the metalearning framework called conceptfree causal MetaGraph (CCMetaGraph). We conduct extensive experiments to demonstrate the superiority of the proposed models CCVGAE and CCMetaGraph reaching up to $29\%$ and $11\%$ absolute improvements over baselines in terms of AUC respectively.","Fri, 17 Nov 2023 16:50:00 UTC (2,400 KB)"
"124","Tensor-SqRA: Modeling the Transition Rates of Interacting Molecular Systems in terms of Potential Energies","Alexander Sikorski, Amir Niknejad, Marcus Weber, Luca Donati","Chemical Physics ","Estimating the rate of rare conformational changes in molecular systems is one of the goals of Molecular Dynamics simulations. In the past decades a lot of progress has been done in databased approaches towards this problem. In contrast modelbased methods such as the Square Root Approximation (SqRA) directly derive these quantities from the potential energy functions. In this article we demonstrate how the SqRA formalism naturally blends with the tensor structure obtained by coupling multiple systems resulting in the tensorbased Square Root Approximation (tSqRA). It enables efficient treatment of highdimensional systems using the SqRA and provides an algebraic expression of the impact of coupling energies between molecular subsystems. Based on the tSqRA we also develop the Projected Rate Estimation (PRE) a hybrid datamodelbased algorithm that efficiently estimates the slowest rates for coupled systems. In addition we investigate the possibility of integrating lowrank approximations within this framework to maximize the potential of the tSqRA.","Thu, 16 Nov 2023 11:02:21 UTC (4,049 KB)"
"125","R-Tuning: Teaching Large Language Models to Refuse Unknown Questions","Hanning Zhang, Shizhe Diao, Yong Lin, Yi R. Fung, Qing Lian, Xingyao Wang, Yangyi Chen, Heng Ji, Tong Zhang","Computation and Language ","Large language models (LLMs) have revolutionized numerous domains with their impressive performance but still face their challenges. A predominant issue is the propensity for these models to generate nonexistent facts a concern termed hallucination. Our research is motivated by the observation that previous instruction tuning methods force the model to complete a sentence no matter whether the model knows the knowledge or not. When the question is out of the parametric knowledge it will try to make up something and fail to indicate when it lacks knowledge. In this paper we present a new approach called RefusalAware Instruction Tuning (RTuning). This approach is formalized by first identifying the knowledge gap between parametric knowledge and the instruction tuning data. Then we construct the refusalaware data based on the knowledge intersection to tune LLMs to refrain from responding to questions beyond its parametric knowledge. Experimental results demonstrate this new instruction tuning approach effectively improves a models ability to answer known questions and refrain from answering unknown questions. Furthermore when tested on outofdomain datasets the refusal ability was found to be a metaskill that could be generalized to other tasks. Further analysis surprisingly finds that learning the uncertainty during training displays a better ability to estimate uncertainty than uncertaintybased testing. Our code will be released at this https URL.","Thu, 16 Nov 2023 08:45:44 UTC (25,842 KB)"
"126","Disentangling the Potential Impacts of Papers into Diffusion, Conformity, and Contribution Values","Zhikai Xue, Guoxiu He, Zhuoren Jiang, Sichen Gu, Yangyang Kang, Star Zhao, Wei Lu","Social and Information Networks ","The potential impact of an academic paper is determined by various factors including its popularity and contribution. Existing models usually estimate original citation counts based on static graphs and fail to differentiate values from nuanced perspectives. In this study we propose a novel graph neural network to Disentangle the Potential impacts of Papers into Diffusion Conformity and Contribution values (called DPPDCC). Given a target paper DPPDCC encodes temporal and structural features within the constructed dynamic heterogeneous graph. Particularly to capture the knowledge flow we emphasize the importance of comparative and cocited/citing information between papers and aggregate snapshots evolutionarily. To unravel popularity we contrast augmented graphs to extract the essence of diffusion and predict the accumulated citation binning to model conformity. We further apply orthogonal constraints to encourage distinct modeling of each perspective and preserve the inherent value of contribution. To evaluate models generalization for papers published at various times we reformulate the problem by partitioning data based on specific time points to mirror realworld conditions. Extensive experimental results on three datasets demonstrate that DPPDCC significantly outperforms baselines for previously freshly and immediately published papers. Further analyses confirm its robust capabilities. We will make our datasets and codes publicly available.","Wed, 15 Nov 2023 07:21:11 UTC (285 KB)[v2] Thu, 18 Jan 2024 17:38:59 UTC (3,978 KB)"
"127","SDSS-IV from 2014 to 2016: A Detailed Demographic Comparison over Three Years","Amy M. Jones, Rachael L. Beaton, Brian A. Cherinka, Karen L. Masters, Sara Lucatello, Aleksandar M. Diamond-Stanic, Sarah A. Bird, Michael R. Blanton, Katia Cunha, Emily E. Farr, Diane Feuillet, Peter M. Frinchaboy, Alex Hagen, Karen Kinemuchi, Britt Lundgren, Mariarosa L. Marinelli, Adam D. Myers, Alexandre Roman-Lopes, Ashley J. Ross, Jose R. Sanchez-Gallego, Sarah J. Schmidt, Jennifer Sobeck, Keivan G. Stassun, Jamie Tayar, Mariana Vargas-Magana, J. C. Wilson, Gail Zasowski","Instrumentation and Methods for Astrophysics ","The Sloan Digital Sky Survey (SDSS) is one of the largest international astronomy organizations. We present demographic data based on surveys of its members from 2014 2015 and 2016 during the fourth phase of SDSS (SDSSIV). We find about half of SDSSIV collaboration members were based in North America a quarter in Europe and the remainder in Asia and Central and South America. Overall 2636% are women (from 2014 to 2016) up to 2% report nonbinary genders. 1114% report that they are racial or ethnic minorities where they live. The fraction of women drops with seniority and is also lower among collaboration leadership. Men in SDSSIV were more likely to report being in a leadership role and for the role to be funded and formally recognized. SDSSIV collaboration members are twice as likely to have a parent with a college degree than the general population and are ten times more likely to have a parent with a PhD. This trend is slightly enhanced for female collaboration members. Despite this the fraction of first generation college students (FGCS) is significant (31%). This fraction increased among collaboration members who are racial or ethnic minorities (4050%) and decreased among women (1525%). SDSSIV implemented many inclusive policies and established a dedicated committee the Committee on INclusiveness in SDSS (COINS). More than 60% of the collaboration agree that the collaboration is inclusive; however collaboration leadership more strongly agree with this than the general membership. In this paper we explain these results in full including the history of inclusive efforts in SDSSIV. We conclude with a list of suggested recommendations based on our findings which can be used to improve equity and inclusion in large astronomical collaborations which we argue is not only moral but will also optimize their scientific output.","Wed, 15 Nov 2023 14:03:24 UTC (4,495 KB)"
"128","Taxonomy, Semantic Data Schema, and Schema Alignment for Open Data in Urban Building Energy Modeling","Liang Zhang, Jianli Chen, Jia Zou","Databases ","Urban Building Energy Modeling (UBEM) is a critical tool to provide quantitative analysis on building decarbonization sustainability buildingtogrid integration and renewable energy applications on city regional and national scales. Researchers usually use open data as inputs to build and calibrate UBEM. However open data are from thousands of sources covering various perspectives of weather building characteristics etc. Besides a lack of semantic features of open data further increases the engineering effort to process information to be directly used for UBEM as inputs. In this paper we first reviewed open data types used for UBEM and developed a taxonomy to categorize open data. Based on that we further developed a semantic data schema for each open data category to maintain data consistency and improve model automation for UBEM. In a case study we use three popular open data to show how they can be automatically processed based on the proposed schematic data structure using large language models. The accurate results generated by large language models indicate the machinereadability and humaninterpretability of the developed semantic data schema.","Tue, 14 Nov 2023 21:00:26 UTC (714 KB)"
"129","Total Empiricism: Learning from Data","Orestis Loukas, Ho Ryun Chung","Statistics Theory ","Statistical analysis is an important tool to distinguish systematic from chance findings. Current statistical analyses rely on distributional assumptions reflecting the structure of some underlying model which if not met lead to problems in the analysis and interpretation of the results. Instead of trying to fix the model or correct the data we here describe a totally empirical statistical approach that does not rely on ad hoc distributional assumptions in order to overcome many problems in contemporary statistics. Starting from elementary combinatorics we motivate an informationguided formalism to quantify knowledge extracted from the given data. Subsequently we derive modelagnostic methods to identify patterns that are solely evidenced by the data based on our prior knowledge. The datacentric character of empiricism allows for its universal applicability particularly as sample size grows larger. In this comprehensive framework we reinterpret and extend model distributions scores and statistical tests used in different schools of statistics.","Tue, 14 Nov 2023 16:59:37 UTC (73 KB)"
"130","Online Data-driven Control Against False Data Injection Attacks","Wenjie Liu, Lidong Li, Jian Sun, Fang Deng, Gang Wang, Jie Chen","Systems and Control ","The rise of cybersecurity concerns has brought significant attention to the analysis and design of cyberphysical systems (CPSs). Among the various types of cyberattacks denialofservice (DoS) attacks and false data injection (FDI) attacks can be easily launched and have become prominent threats. While resilient control against DoS attacks has received substantial research efforts countermeasures developed against FDI attacks have been relatively limited particularly when explicit system models are not available. To address this gap the present paper focuses on the design of datadriven controllers for unknown linear systems subject to FDI attacks on the actuators utilizing inputstate data. To this end a general FDI attack model is presented which imposes minimally constraints on the switching frequency of attack channels and the magnitude of attack matrices. A dynamic state feedback control law is designed based on offline and online inputstate data which adapts to the channel switching of FDI attacks. This is achieved by solving two databased semidefinite programs (SDPs) onthefly to yield a tight approximation of the set of subsystems consistent with both offline clean data and online attackcorrupted data. It is shown that under mild conditions on the attack the proposed SDPs are recursively feasible and controller achieves exponential stability. Numerical examples showcase its effectiveness in mitigating the impact of FDI attacks.","Tue, 14 Nov 2023 14:44:16 UTC (3,661 KB)"
"131","Understanding learning from EEG data: Combining machine learning and feature engineering based on hidden Markov models and mixed models","Gabriel Rodrigues Palma, Conor Thornberry, Seán Commins, Rafael de Andrade Moral","Quantitative Methods ","Theta oscillations ranging from 48 Hz play a significant role in spatial learning and memory functions during navigation tasks. Frontal theta oscillations are thought to play an important role in spatial navigation and memory. Electroencephalography (EEG) datasets are very complex making any changes in the neural signal related to behaviour difficult to interpret. However multiple analytical methods are available to examine complex data structure especially machine learning based techniques. These methods have shown high classification performance and the combination with feature engineering enhances the capability of these methods. This paper proposes using hidden Markov and linear mixed effects models to extract features from EEG data. Based on the engineered features obtained from frontal theta EEG data during a spatial navigation task in two key trials (first last) and between two conditions (learner and nonlearner) we analysed the performance of six machine learning methods (Polynomial Support Vector Machines Nonlinear Support Vector Machines Random Forests KNearest Neighbours Ridge and Deep Neural Networks) on classifying learner and nonlearner participants. We also analysed how different standardisation methods used to preprocess the EEG data contribute to classification performance. We compared the classification performance of each trial with data gathered from the same subjects including solely coordinatebased features such as idle time and average speed. We found that more machine learning methods perform better classification using coordinatebased data. However only deep neural networks achieved an area under the ROC curve higher than 80% using the theta EEG data alone. Our findings suggest that standardising the theta EEG data and using deep neural networks enhances the classification of learner and nonlearner subjects in a spatial learning task.","Tue, 14 Nov 2023 12:24:12 UTC (1,761 KB)"
"132","A Linear Parameter-Varying Approach to Data Predictive Control","Chris Verhoek, Julian Berberich, Sofie Haesaert, Roland Tóth, Hossam S. Abbas","Systems and Control ","By means of the linear parametervarying (LPV) Fundamental Lemma we derive novel datadriven predictive control (DPC) methods for LPV systems. In particular we present outputfeedback and statefeedbackbased LPVDPC methods with terminal ingredients which guarantee exponential stability and recursive feasibility. We provide methods for the databased computation of these terminal ingredients. Furthermore an indepth analysis of the properties and implementation aspects of the LPVDPC schemes is given including alternative recursive formulations application for nonlinear systems and handling noisedisturbed data. We demonstrate the performance of the proposed methods on a simulation example involving a nonlinear unbalanced disc system.","Mon, 13 Nov 2023 08:12:28 UTC (2,447 KB)"
"133","Aria-NeRF: Multimodal Egocentric View Synthesis","Jiankai Sun, Jianing Qiu, Chuanyang Zheng, John Tucker, Javier Yu, Mac Schwager","Computer Vision and Pattern Recognition ","We seek to accelerate research in developing rich multimodal scene models trained from egocentric data based on differentiable volumetric raytracing inspired by Neural Radiance Fields (NeRFs). The construction of a NeRFlike model from an egocentric image sequence plays a pivotal role in understanding human behavior and holds diverse applications within the realms of VR/AR. Such egocentric NeRFlike models may be used as realistic simulations contributing significantly to the advancement of intelligent agents capable of executing tasks in the realworld. The future of egocentric view synthesis may lead to novel environment representations going beyond todays NeRFs by augmenting visual data with multimodal sensors such as IMU for egomotion tracking audio sensors to capture surface texture and human language context and eyegaze trackers to infer human attention patterns in the scene. To support and facilitate the development and evaluation of egocentric multimodal scene modeling we present a comprehensive multimodal egocentric video dataset. This dataset offers a comprehensive collection of sensory data featuring RGB images eyetracking camera footage audio recordings from a microphone atmospheric pressure readings from a barometer positional coordinates from GPS connectivity details from WiFi and Bluetooth and information from dualfrequency IMU datasets (1kHz and 800Hz) paired with a magnetometer. The dataset was collected with the Meta Aria Glasses wearable device platform. The diverse data modalities and the realworld context captured within this dataset serve as a robust foundation for furthering our understanding of human behavior and enabling more immersive and intelligent experiences in the realms of VR AR and robotics.","Sat, 11 Nov 2023 01:56:35 UTC (40,032 KB)"
"134","Bayesian Tensor Factorisations for Time Series of Counts","Zhongzhen Wang, Petros Dellaportas, Ioannis Kosmidis","Methodology ","We propose a flexible nonparametric Bayesian modelling framework for multivariate time series of count data based on tensor factorisations. Our models can be viewed as infinite state space Markov chains of known maximal order with nonlinear serial dependence through the introduction of appropriate latent variables. Alternatively our models can be viewed as Bayesian hierarchical models with conditionally independent Poisson distributed observations. Inference about the important lags and their complex interactions is achieved via MCMC. When the observed counts are large we deal with the resulting computational complexity of Bayesian inference via a twostep inferential strategy based on an initial analysis of a training set of the data. Our methodology is illustrated using simulation experiments and analysis of realworld data.","Fri, 10 Nov 2023 14:20:53 UTC (542 KB)"
"135","Is a Seat at the Table Enough? Engaging Teachers and Students in Dataset Specification for ML in Education","Mei Tan, Hansol Lee, Dakuo Wang, Hariharan Subramonyam","Computers and Society ","Despite the promises of ML in education its adoption in the classroom has surfaced numerous issues regarding fairness accountability and transparency as well as concerns about data privacy and student consent. A root cause of these issues is the lack of understanding of the complex dynamics of education including teacherstudent interactions collaborative learning and classroom environment. To overcome these challenges and fully utilize the potential of ML in education software practitioners need to work closely with educators and students to fully understand the context of the data (the backbone of ML applications) and collaboratively define the ML data specifications. To gain a deeper understanding of such a collaborative process we conduct ten codesign sessions with ML software practitioners educators and students. In the sessions teachers and students work with ML engineers UX designers and legal practitioners to define dataset characteristics for a given ML application. We find that stakeholders contextualize data based on their domain and procedural knowledge proactively design data requirements to mitigate downstream harms and data reliability concerns and exhibit rolebased collaborative strategies and contribution patterns. Further we find that beyond a seat at the table meaningful stakeholder participation in ML requires structured supports defined processes for continuous iteration and coevaluation shared contextual data quality standards and information scaffolds for both technical and nontechnical stakeholders to traverse expertise boundaries.","Thu, 9 Nov 2023 23:51:08 UTC (1,872 KB)"
"136","Uncertainty Wrapper in the medical domain: Establishing transparent uncertainty quantification for opaque machine learning models in practice","Lisa Jöckel, Michael Kläs, Georg Popp, Nadja Hilger, Stephan Fricke","Machine Learning ","When systems use databased models that are based on machine learning (ML) errors in their results cannot be ruled out. This is particularly critical if it remains unclear to the user how these models arrived at their decisions and if errors can have safetyrelevant consequences as is often the case in the medical field. In such cases the use of dependable methods to quantify the uncertainty remaining in a result allows the user to make an informed decision about further usage and draw possible conclusions based on a given result. This paper demonstrates the applicability and practical utility of the Uncertainty Wrapper using flow cytometry as an application from the medical field that can benefit from the use of ML models in conjunction with dependable and transparent uncertainty quantification.","Thu, 9 Nov 2023 09:58:02 UTC (1,123 KB)"
"137","Learning to Control under Uncertainty with Data-Based Iterative Linear Quadratic Regulator","Ran Wang, Raman Goyal, Suman Chakravorty","Robotics ","This paper studies the learningtocontrol problem under process and sensing uncertainties for dynamical systems. In our previous work we developed a databased generalization of the iterative linear quadratic regulator (iLQR) to design closedloop feedback control for highdimensional dynamical systems with partial state observation. This method required perfect simulation rollouts which are not realistic in real applications. In this work we briefly introduce this method and explore its efficacy under process and sensing uncertainties. We prove that in the fully observed case where the system dynamics are corrupted with noise but the measurements are perfect it still converges to the global minimum. However in the partially observed case where both process and measurement noise exist in the system this method converges to a biased optimum. Thus multiple rollouts need to be averaged to retrieve the true optimum. The analysis is verified in two nonlinear robotic examples simulated in the above cases.","Wed, 8 Nov 2023 17:39:07 UTC (987 KB)"
"138","Quick Guides for Use of the CompOSE Data Base","Veronica Dexheimer, Marco Mancini, Micaela Oertel, Constanca Providencia, Laura Tolos, Stefan Typel","Nuclear Theory ","We present a combination of two quick guides aimed at summarizing relevant information about the CompOSE nuclear equation of state repository. The first is aimed at nuclear physicists and describes how to provide standard equation of state tables. The second quick guide is meant for users and describes the basic procedures to obtain customized tables with equation of state data. Several examples are included to help providers and users to understand and benefit from the CompOSE database.","Wed, 8 Nov 2023 14:42:00 UTC (2,102 KB)"
"139","Modeling and Control of Diesel Engine Emissions using Multi-layer Neural Networks and Economic Model Predictive Control","Jiadi Zhang, Xiao Li, Mohammad Reza Amini, Ilya Kolmanovsky, Munechika Tsutsumi, Hayato Nakada","Systems and Control ","This paper presents the results of developing a multilayer Neural Network (NN) to represent diesel engine emissions and integrating this NN into control design. Firstly a NN is trained and validated to simultaneously predict oxides of nitrogen (N Ox) and Soot using both transient and steadystate data. Based on the inputoutput correlation analysis inputs to NN with the highest influence on the emissions are selected while keeping the NN structure simple. Secondly a cosimulation framework is implemented to integrate the NN emissions model with a model of a diesel engine airpath system built in GTPower and used to identify a loworder linear parametervarying (LPV) model for emissions prediction. Finally an economic supervisory model predictive controller (MPC) is developed using the LPV emissions model to adjust setpoints to an innerloop airpath tracking MPC. Simulation results are reported illustrating the capability of the resulting controller to reduce N Ox meet the target Soot limit and track the adjusted intake manifold pressure and exhaust gas recirculation (EGR) rate targets.","Mon, 6 Nov 2023 21:41:26 UTC (1,730 KB)"
"140","Persistent homology for high-dimensional data based on spectral methods","Sebastian Damrich, Philipp Berens, Dmitry Kobak","Machine Learning ","Persistent homology is a popular computational tool for detecting nontrivial topology of point clouds such as the presence of loops or voids. However many realworld datasets with low intrinsic dimensionality reside in an ambient space of much higher dimensionality. We show that in this case vanilla persistent homology becomes very sensitive to noise and fails to detect the correct topology. The same holds true for most existing refinements of persistent homology. As a remedy we find that spectral distances on the $k$nearestneighbor graph of the data such as diffusion distance and effective resistance allow persistent homology to detect the correct topology even in the presence of highdimensional noise. Furthermore we derive a novel closedform expression for effective resistance in terms of the eigendecomposition of the graph Laplacian and describe its relation to diffusion distances. Finally we apply these methods to several highdimensional singlecell RNAsequencing datasets and show that spectral distances on the $k$nearestneighbor graph allow robust detection of cell cycle loops.","Mon, 6 Nov 2023 13:18:08 UTC (1,611 KB)"
"141","Machine learning-based photometric classification of galaxies, quasars, emission-line galaxies, and stars","Fatemeh Zahra Zeraatgari, Fatemeh Hafezianzade, Yanxia Zhang, Liquan Mei, Ashraf Ayubinia, Amin Mosallanezhad, Jingyi Zhang","Astrophysics of Galaxies ","This paper explores the application of machine learning methods for classifying astronomical sources using photometric data including normal and emission line galaxies (ELGs; starforming starburst AGN broad line) quasars and stars. We utilized samples from Sloan Digital Sky Survey (SDSS) Data Release 17 (DR17) and the ALLWISE catalog which contain spectroscopically labeled sources from SDSS. Our methodology comprises two parts. First we conducted experiments including threeclass fourclass and sevenclass classifications employing the Random Forest (RF) algorithm. This phase aimed to achieve optimal performance with balanced datasets. In the second part we trained various machine learning methods such as $k$nearest neighbors (KNN) RF XGBoost (XGB) voting and artificial neural network (ANN) using all available data based on promising results from the first phase. Our results highlight the effectiveness of combining optical and infrared features yielding the best performance across all classifiers. Specifically in the threeclass experiment RF and XGB algorithms achieved identical average F1 scores of 98.93 per~cent on both balanced and unbalanced datasets. In the sevenclass experiment our average F1 score was 73.57 per~cent. Using the XGB method in the fourclass experiment we achieved F1 scores of 87.9 per~cent for normal galaxies (NGs) 81.5 per~cent for ELGs 99.1 per~cent for stars and 98.5 per~cent for quasars (QSOs). Unlike classical methods based on timeconsuming spectroscopy our experiments demonstrate the feasibility of using automated algorithms on carefully classified photometric data. With more data and ample training samples detailed photometric classification becomes possible aiding in the selection of followup observation candidates.","Mon, 6 Nov 2023 08:37:02 UTC (10,741 KB)"
"142","Obtaining Explainable Classification Models using Distributionally Robust Optimization","Sanjeeb Dash, Soumyadip Ghosh, Joao Goncalves, Mark S. Squillante","Machine Learning ","Model explainability is crucial for human users to be able to interpret how a proposed classifier assigns labels to data based on its feature values. We study generalized linear models constructed using sets of feature value rules which can capture nonlinear dependencies and interactions. An inherent tradeoff exists between rule set sparsity and its prediction accuracy. It is computationally expensive to find the right choice of sparsity  e.g. via crossvalidation  with existing methods. We propose a new formulation to learn an ensemble of rule sets that simultaneously addresses these competing factors. Good generalization is ensured while keeping computational costs low by utilizing distributionally robust optimization. The formulation utilizes column generation to efficiently search the space of rule sets and constructs a sparse ensemble of rule sets in contrast with techniques like random forests or boosting and their variants. We present theoretical results that motivate and justify the use of our distributionally robust formulation. Extensive numerical experiments establish that our method improves over competing methods  on a large set of publicly available binary classification problem instances  with respect to one or more of the following metrics generalization quality computational cost and explainability.","Fri, 3 Nov 2023 15:45:34 UTC (55 KB)"
"143","Subgroup identification using individual participant data from multiple trials on low back pain","Cynthia Huber, Tim Friede","Methodology ","Modelbased recursive partitioning (MOB) and its extension metaMOB are potent tools for identifying subgroups with differential treatment effects. In the metaMOB approach random effects are used to model heterogeneity of the treatment effects when pooling data from various trials. In situations where interventions offer only small overall benefits and require extensive costly trials with a large participant enrollment leveraging individualparticipant data (IPD) from multiple trials can help identify individuals who are most likely to benefit from the intervention. We explore the application of MOB and metaMOB in the context of non specific low back pain treatment using synthesized data based on a subset of the individual participant data metaanalysis by Patel et al. Our study underscores the need to explore heterogeneity in intercepts and treatment effects to identify subgroups with differential treatment effects in IPD metaanalyses.","Thu, 2 Nov 2023 15:25:11 UTC (1,477 KB)"
"144","Adv3D: Generating Safety-Critical 3D Objects through Closed-Loop Simulation","Jay Sarva, Jingkang Wang, James Tu, Yuwen Xiong, Sivabalan Manivasagam, Raquel Urtasun","Robotics ","Selfdriving vehicles (SDVs) must be rigorously tested on a wide range of scenarios to ensure safe deployment. The industry typically relies on closedloop simulation to evaluate how the SDV interacts on a corpus of synthetic and real scenarios and verify it performs properly. However they primarily only test the systems motion planning module and only consider behavior variations. It is key to evaluate the full autonomy system in closedloop and to understand how variations in sensor data based on scene appearance such as the shape of actors affect system performance. In this paper we propose a framework Adv3D that takes real world scenarios and performs closedloop sensor simulation to evaluate autonomy performance and finds vehicle shapes that make the scenario more challenging resulting in autonomy failures and uncomfortable SDV maneuvers. Unlike prior works that add contrived adversarial shapes to vehicle rooftops or roadside to harm perception only we optimize a lowdimensional shape representation to modify the vehicle shape itself in a realistic manner to degrade autonomy performance (e.g. perception prediction and motion planning). Moreover we find that the shape variations found with Adv3D optimized in closedloop are much more effective than those in openloop demonstrating the importance of finding scene appearance variations that affect autonomy in the interactive setting.","Thu, 2 Nov 2023 17:56:44 UTC (7,973 KB)"
"145","Direct System Identification of Dynamical Networks with Partial Measurements: a Maximum Likelihood Approach","João Victor Galvão da Mata, Anders Hansson, Martin S. Andersen","Systems and Control ","This paper introduces a novel direct approach to system identification of dynamic networks with missing data based on maximum likelihood estimation. Dynamic networks generally present a singular probability density function which poses a challenge in the estimation of their parameters. By leveraging knowledge about the networks interconnections we show that it is possible to transform the problem into a more tractable form by applying linear transformations. This results in a nonsingular probability density function enabling the application of maximum likelihood estimation techniques. Our preliminary numerical results suggest that when combined with global optimization algorithms or a suitable initialization strategy we are able to obtain a good estimate of the dynamics of the internal systems.","Wed, 1 Nov 2023 08:46:18 UTC (122 KB)[v2] Fri, 3 Nov 2023 21:55:02 UTC (129 KB)[v3] Wed, 6 Mar 2024 16:03:07 UTC (161 KB)"
"146","Entropy solutions to the fully non-local diffusion equations","Ying Li, Chao Zhang","Analysis of PDEs ","We consider the fully nonlocal diffusion equations with nonnegative $L^1$data. Based on the approximation and energy methods we prove the existence and uniqueness of nonnegative entropy solutions for such problems. In particular our results are valid for the timespace fractional Laplacian equations.","Wed, 1 Nov 2023 07:43:41 UTC (21 KB)"
"147","MMM and MMMSynth: Clustering of heterogeneous tabular data, and synthetic data generation","Chandrani Kumari, Rahul Siddharthan","Machine Learning ","We provide new algorithms for two tasks relating to heterogeneous tabular datasets clustering and synthetic data generation. Tabular datasets typically consist of heterogeneous data types (numerical ordinal categorical) in columns but may also have hidden cluster structure in their rows for example they may be drawn from heterogeneous (geographical socioeconomic methodological) sources such that the outcome variable they describe (such as the presence of a disease) may depend not only on the other variables but on the cluster context. Moreover sharing of biomedical data is often hindered by patient confidentiality laws and there is current interest in algorithms to generate synthetic tabular data from real data for example via deep learning. We demonstrate a novel EMbased clustering algorithm MMM (``Madras Mixture Model) that outperforms standard algorithms in determining clusters in synthetic heterogeneous data and recovers structure in real data. Based on this we demonstrate a synthetic tabular data generation algorithm MMMsynth that preclusters the input data and generates clusterwise synthetic data assuming clusterspecific data distributions for the input columns. We benchmark this algorithm by testing the performance of standard ML algorithms when they are trained on synthetic data and tested on real published datasets. Our synthetic data generation algorithm outperforms other literature tabulardata generators and approaches the performance of training purely with real data.","Mon, 30 Oct 2023 11:26:01 UTC (1,507 KB)"
